"Timestamp","LogLevel","Reference","Category","Message","Reaspm"
"2023-11-03 11:09:34.075674","[DEBUG]","dbstuff.py.__init__[Lin.511]","mongo_parsers","Parser [ProfileList] exists",""
"2023-11-03 11:09:34.075946","[DEBUG]","dbstuff.py.__init__[Lin.511]","mongo_parsers","Parser [ios_Whatsapp] exists",""
"2023-11-03 11:09:34.081936","[DEBUG]","dbstuff.py.__init__[Lin.511]","mongo_parsers","Parser [UserAccessLogging] exists",""
"2023-11-03 11:09:34.085103","[DEBUG]","dbstuff.py.__init__[Lin.511]","mongo_parsers","Parser [RunMRU] exists",""
"2023-11-03 11:09:34.094691","[DEBUG]","dbstuff.py.__init__[Lin.511]","mongo_parsers","Parser [ShellExtensions] exists",""
"2023-11-03 11:09:34.094946","[DEBUG]","dbstuff.py.__init__[Lin.511]","mongo_parsers","Parser [ios_ConfigurationProfiles] exists",""
"2023-11-03 11:09:34.101138","[DEBUG]","dbstuff.py.__init__[Lin.511]","mongo_parsers","Parser [MuiCache] exists",""
"2023-11-03 11:09:34.106827","[DEBUG]","dbstuff.py.__init__[Lin.511]","mongo_parsers","Parser [RedLineParser] exists",""
"2023-11-03 11:09:34.112202","[DEBUG]","dbstuff.py.__init__[Lin.511]","mongo_parsers","Parser [Sysinternals] exists",""
"2023-11-03 11:09:34.121788","[DEBUG]","dbstuff.py.__init__[Lin.511]","mongo_parsers","Parser [TerminalServerClient] exists",""
"2023-11-03 11:09:34.129989","[DEBUG]","dbstuff.py.__init__[Lin.511]","mongo_parsers","Parser [OpenSaveMRU] exists",""
"2023-11-03 11:09:34.131139","[DEBUG]","dbstuff.py.__init__[Lin.511]","mongo_parsers","Parser [TimeZoneInformation] exists",""
"2023-11-03 11:09:34.143966","[DEBUG]","dbstuff.py.__init__[Lin.511]","mongo_parsers","Parser [TypedUrls] exists",""
"2023-11-03 11:09:34.148987","[DEBUG]","dbstuff.py.__init__[Lin.511]","mongo_parsers","Parser [Recyclebin] exists",""
"2023-11-03 11:09:34.159059","[DEBUG]","dbstuff.py.__init__[Lin.511]","mongo_parsers","Parser [ios_Timeline] exists",""
"2023-11-03 11:09:34.163017","[DEBUG]","dbstuff.py.__init__[Lin.511]","mongo_parsers","Parser [ProfileList] exists",""
"2023-11-03 11:09:34.165844","[DEBUG]","dbstuff.py.__init__[Lin.511]","mongo_parsers","Parser [WER] exists",""
"2023-11-03 11:09:34.173760","[DEBUG]","dbstuff.py.__init__[Lin.511]","mongo_parsers","Parser [RunMRU] exists",""
"2023-11-03 11:09:34.179741","[DEBUG]","dbstuff.py.__init__[Lin.511]","mongo_parsers","Parser [Uninstall] exists",""
"2023-11-03 11:09:34.183530","[DEBUG]","dbstuff.py.__init__[Lin.511]","mongo_parsers","Parser [ShellExtensions] exists",""
"2023-11-03 11:09:34.190774","[DEBUG]","dbstuff.py.__init__[Lin.511]","mongo_parsers","Parser [Amcache] exists",""
"2023-11-03 11:09:34.200493","[DEBUG]","dbstuff.py.__init__[Lin.511]","mongo_parsers","Parser [PowerShellHistory] exists",""
"2023-11-03 11:09:34.205816","[DEBUG]","dbstuff.py.__init__[Lin.511]","mongo_parsers","Parser [Sysinternals] exists",""
"2023-11-03 11:09:34.206864","[DEBUG]","dbstuff.py.__init__[Lin.511]","mongo_parsers","Parser [UserAssist] exists",""
"2023-11-03 11:09:34.213670","[DEBUG]","dbstuff.py.__init__[Lin.511]","mongo_parsers","Parser [WordWheelQuery] exists",""
"2023-11-03 11:09:34.215646","[DEBUG]","dbstuff.py.__init__[Lin.511]","mongo_parsers","Parser [AppCompatFlags] exists",""
"2023-11-03 11:09:34.229187","[DEBUG]","dbstuff.py.__init__[Lin.511]","mongo_parsers","Parser [IIS_Modules] exists",""
"2023-11-03 11:09:34.231537","[DEBUG]","dbstuff.py.__init__[Lin.511]","mongo_parsers","Parser [TerminalServerClient] exists",""
"2023-11-03 11:09:34.237546","[DEBUG]","dbstuff.py.__init__[Lin.511]","mongo_parsers","Parser [Services] exists",""
"2023-11-03 11:09:34.254961","[DEBUG]","dbstuff.py.__init__[Lin.511]","mongo_parsers","Parser [TimeZoneInformation] exists",""
"2023-11-03 11:09:34.257117","[DEBUG]","dbstuff.py.__init__[Lin.511]","mongo_parsers","Parser [Scheduled_Task] exists",""
"2023-11-03 11:09:34.260713","[DEBUG]","dbstuff.py.__init__[Lin.511]","mongo_parsers","Parser [Bam] exists",""
